Contest ID,Problem Index,Name,Type,Points,Tags,Solved Count,Rating
1732,C1,Sheikh (Easy version),PROGRAMMING,1000.0,"binary search, bitmasks, greedy, two pointers",5927,1800
1732,B,Ugu,PROGRAMMING,750.0,"brute force, dp, greedy, implementation",15060,900
1732,A,Bestie,PROGRAMMING,750.0,"brute force, combinatorics, constructive algorithms, implementation, math, number theory",15001,1000
1731,F,Function Sum,PROGRAMMING,2750.0,"brute force, combinatorics, dp, fft, math",698,2500
1731,E,Graph Cost,PROGRAMMING,2000.0,"dp, greedy, math, number theory",2835,2000
1731,D,Valiant's New Map,PROGRAMMING,1500.0,"binary search, brute force, data structures, dp, two pointers",7199,1700
1731,C,Even Subarrays,PROGRAMMING,1500.0,"bitmasks, brute force, hashing, math, number theory",9582,1700
1731,B,Kill Demodogs,PROGRAMMING,1000.0,"greedy, math",18363,1100
1731,A,Joey Takes Money,PROGRAMMING,500.0,"greedy, math",22650,800
1730,F,Almost Sorted,PROGRAMMING,3000.0,"bitmasks, data structures, dp",550,2700
1730,E,Maximums and Minimums,PROGRAMMING,2250.0,"combinatorics, data structures, divide and conquer, number theory",641,2700
1730,D,Prefixes and Suffixes,PROGRAMMING,2250.0,"constructive algorithms, strings, two pointers",2673,2200
1730,C,Minimum Notation,PROGRAMMING,1500.0,"data structures, greedy, math, sortings",16544,1200
1730,B,Meeting on the Line,PROGRAMMING,1000.0,"binary search, geometry, greedy, implementation, math, ternary search",12789,1600
1730,A,Planets,PROGRAMMING,500.0,"data structures, greedy, sortings",23050,800
1729,G,Cut Substrings,PROGRAMMING,N/A,"combinatorics, dp, hashing, strings, two pointers",2193,2100
1729,F,Kirei and the Linear Function,PROGRAMMING,N/A,"hashing, math",4166,1900
1729,E,Guess the Cycle Size,PROGRAMMING,N/A,"interactive, probabilities",7033,1800
1729,D,Friends and the Restaurant,PROGRAMMING,N/A,"greedy, sortings, two pointers",20797,1200
1729,C,Jumping on Tiles,PROGRAMMING,N/A,"constructive algorithms, strings",19980,1100
1729,B,Decode String,PROGRAMMING,N/A,"greedy, strings",30167,800
1729,A,Two Elevators,PROGRAMMING,N/A,math,40520,800
1728,G,Illumination,PROGRAMMING,N/A,"binary search, bitmasks, brute force, combinatorics, dp, math, two pointers",468,2700
1728,F,Fishermen,PROGRAMMING,N/A,"flows, graph matchings, greedy",432,3100
1728,E,Red-Black Pepper,PROGRAMMING,N/A,"brute force, data structures, greedy, math, number theory",1738,2300
1728,D,Letter Picking,PROGRAMMING,N/A,"constructive algorithms, dp, games, two pointers",7263,1800
1728,C,Digital Logarithm,PROGRAMMING,N/A,"data structures, greedy, sortings",15946,1400
1728,B,Best Permutation,PROGRAMMING,N/A,"constructive algorithms, greedy",20158,800
1728,A,Colored Balls: Revisited,PROGRAMMING,N/A,"brute force, greedy, implementation, sortings",24648,800
1726,H,Mainak and the Bleeding Polygon,PROGRAMMING,3500.0,"binary search, geometry, implementation, math",86,3500
1726,G,A Certain Magical Party,PROGRAMMING,3250.0,"combinatorics, data structures, greedy, sortings",297,3300
1726,F,Late For Work (submissions are not allowed),PROGRAMMING,2750.0,"data structures, greedy, schedules, shortest paths",131,2900
1726,E,Almost Perfect,PROGRAMMING,2250.0,"combinatorics, fft, math",1429,2400
1726,D,Edge Split,PROGRAMMING,2000.0,"brute force, constructive algorithms, dfs and similar, dsu, graphs, probabilities, trees",3700,2000
1726,C,Jatayu's Balanced Bracket Sequence,PROGRAMMING,1500.0,"data structures, dsu, graphs, greedy",12366,1300
1726,B,Mainak and Interesting Sequence,PROGRAMMING,1000.0,"bitmasks, constructive algorithms, math",15174,1100
1726,A,Mainak and Array,PROGRAMMING,500.0,"greedy, math",21987,900
1725,M,Moving Both Hands,PROGRAMMING,N/A,"dp, graphs, shortest paths",3137,1800
1725,L,Lemper Cooking Competition,PROGRAMMING,N/A,data structures,919,2400
1725,K,Kingdom of Criticism,PROGRAMMING,N/A,"data structures, dsu",675,2500
1725,J,Journey,PROGRAMMING,N/A,"dp, trees",377,2500
1725,I,Imitating the Key Tree,PROGRAMMING,N/A,"combinatorics, dsu, trees",199,2800
1725,H,Hot Black Hot White,PROGRAMMING,N/A,"constructive algorithms, math",2626,1800
1725,G,Garage,PROGRAMMING,N/A,"binary search, geometry, math",5905,1500
1725,F,Field Photography,PROGRAMMING,N/A,"bitmasks, data structures, sortings",991,2100
1725,E,Electrical Efficiency,PROGRAMMING,N/A,"combinatorics, data structures, dp, math, number theory, trees",465,2500
1725,D,Deducing Sortability,PROGRAMMING,N/A,"binary search, bitmasks, math",128,2900
1725,C,Circular Mirror,PROGRAMMING,N/A,"binary search, combinatorics, geometry, math, two pointers",1629,2000
1725,B,Basketball Together,PROGRAMMING,N/A,"binary search, greedy, sortings",14078,1000
1725,A,Accumulation of Dominoes,PROGRAMMING,N/A,math,9240,800
1722,G,Even-Odd XOR,PROGRAMMING,N/A,"bitmasks, constructive algorithms, greedy",11369,1500
1722,F,L-shapes,PROGRAMMING,N/A,"dfs and similar, implementation",6971,1700
1722,E,Counting Rectangles,PROGRAMMING,N/A,"brute force, data structures, dp, implementation",10893,1600
1722,D,Line,PROGRAMMING,N/A,"greedy, sortings",23293,1100
1722,C,Word Game,PROGRAMMING,N/A,"data structures, implementation",31019,800
1722,B,Colourblindness,PROGRAMMING,N/A,implementation,46192,800
1722,A,Spell Check,PROGRAMMING,N/A,implementation,50898,800
1721,F,Matching Reduction,PROGRAMMING,N/A,"brute force, constructive algorithms, dfs and similar, flows, graph matchings, graphs, interactive",401,2800
1721,E,Prefix Function Queries,PROGRAMMING,N/A,"dfs and similar, dp, hashing, string suffix structures, strings, trees",1985,2200
1721,D,Maximum AND,PROGRAMMING,N/A,"bitmasks, dfs and similar, divide and conquer, greedy, sortings",6643,1800
1721,C,Min-Max Array Transformation,PROGRAMMING,N/A,"binary search, greedy, two pointers",13399,1400
1721,B,Deadly Laser,PROGRAMMING,N/A,implementation,22256,1000
1721,A,Image,PROGRAMMING,N/A,"greedy, implementation",27029,800
1720,E,Misha and Paintings,PROGRAMMING,2750.0,"constructive algorithms, data structures, greedy, implementation, math",808,2700
1720,D2,Xor-Subsequence (hard version),PROGRAMMING,1000.0,"bitmasks, data structures, dp, strings, trees",1854,2400
1720,D1,Xor-Subsequence (easy version),PROGRAMMING,1500.0,"bitmasks, brute force, dp, strings, trees, two pointers",6019,1800
1720,C,Corners,PROGRAMMING,1250.0,"greedy, implementation",16827,1200
1720,B,Interesting Sum,PROGRAMMING,1000.0,"brute force, data structures, greedy, math, sortings",21201,800
1720,A,Burenka Plays with Fractions,PROGRAMMING,500.0,"math, number theory",22428,900
1719,C,Fighting Tournament,PROGRAMMING,1250.0,"binary search, data structures, implementation, two pointers",13291,1400
1719,B,Mathematical Circus,PROGRAMMING,1000.0,"constructive algorithms, math",18547,800
1719,A,Chip Game,PROGRAMMING,500.0,"games, math",25558,800
1718,F,"Burenka, an Array and Queries",PROGRAMMING,2750.0,"data structures, math, number theory",153,3300
1718,E,Impressionism,PROGRAMMING,2250.0,"constructive algorithms, graphs, implementation, math",109,3500
1718,D,Permutation for Burenka,PROGRAMMING,2250.0,"data structures, graph matchings, greedy, math, trees",304,3300
1718,C,Tonya and Burenka-179,PROGRAMMING,1250.0,"data structures, greedy, math, number theory",1616,2400
1718,B,Fibonacci Strings,PROGRAMMING,1250.0,"greedy, implementation, math, number theory",3016,2000
1718,A2,Burenka and Traditions (hard version),PROGRAMMING,500.0,"data structures, dp, greedy",5254,1900
1718,A1,Burenka and Traditions (easy version),PROGRAMMING,500.0,"dp, greedy",5779,1800
1717,F,Madoka and The First Session,PROGRAMMING,3000.0,"constructive algorithms, flows, graph matchings, graphs, implementation",529,2500
1717,E,Madoka and The Best University,PROGRAMMING,2000.0,"math, number theory",2732,2200
1717,D,Madoka and The Corruption Scheme,PROGRAMMING,2000.0,"combinatorics, constructive algorithms, greedy, math",4417,1900
1717,C,Madoka and Formal Statement,PROGRAMMING,1500.0,greedy,14685,1300
1717,B,Madoka and Underground Competitions,PROGRAMMING,1000.0,"constructive algorithms, implementation",14835,1100
1717,A,Madoka and Strange Thoughts,PROGRAMMING,500.0,"math, number theory",19525,800
1716,F,Bags with Balls,PROGRAMMING,N/A,"combinatorics, dp, math, number theory",1052,2500
1716,E,Swap and Maximum Block,PROGRAMMING,N/A,"bitmasks, data structures, dfs and similar, divide and conquer, dp",1097,2500
1716,D,Chip Move,PROGRAMMING,N/A,"brute force, dp, math",5284,2000
1716,C,Robot in a Hallway,PROGRAMMING,N/A,"data structures, dp, greedy, implementation, ternary search",4203,2000
1716,B,Permutation Chain,PROGRAMMING,N/A,"constructive algorithms, math",21424,800
1716,A,2-3 Moves,PROGRAMMING,N/A,"greedy, math",32867,800
1715,F,Crop Squares,PROGRAMMING,3000.0,"constructive algorithms, geometry, interactive, math",526,2700
1715,E,Long Way Home,PROGRAMMING,2750.0,"data structures, divide and conquer, dp, geometry, graphs, greedy, shortest paths",1727,2400
1715,D,2+ doors,PROGRAMMING,2250.0,"2-sat, bitmasks, graphs, greedy",5168,1900
1715,C,Monoblock,PROGRAMMING,1750.0,"combinatorics, data structures, implementation, math",8658,1700
1715,B,Beautiful Array,PROGRAMMING,1000.0,"constructive algorithms, greedy, math",22010,1000
1715,A,Crossmarket,PROGRAMMING,500.0,"constructive algorithms, greedy, math",23570,800
1714,G,Path Prefixes,PROGRAMMING,N/A,"binary search, data structures, dfs and similar, trees",7637,1700
1714,F,Build a Tree and That Is It,PROGRAMMING,N/A,"constructive algorithms, implementation, trees",3251,1900
1714,E,Add Modulo 10,PROGRAMMING,N/A,"brute force, math, number theory",16675,1400
1714,D,Color with Occurrences,PROGRAMMING,N/A,"brute force, data structures, dp, greedy, strings",9105,1600
1714,C,Minimum  Varied Number,PROGRAMMING,N/A,greedy,31044,800
1714,B,Remove Prefix,PROGRAMMING,N/A,"data structures, greedy, implementation",30335,800
1714,A,Everyone Loves to Sleep,PROGRAMMING,N/A,"implementation, math",29737,900
1713,F,Lost Array,PROGRAMMING,3000.0,"bitmasks, combinatorics, constructive algorithms, dp, math",539,2900
1713,E,Cross Swapping,PROGRAMMING,2500.0,"2-sat, data structures, dsu, greedy, matrices",1695,2400
1713,D,Tournament Countdown,PROGRAMMING,2000.0,"constructive algorithms, greedy, interactive, number theory, probabilities",5701,1800
1713,C,Build Permutation,PROGRAMMING,1750.0,"constructive algorithms, dp, math",17408,1200
1713,B,Optimal Reduction,PROGRAMMING,1000.0,"constructive algorithms, sortings",21332,1000
1713,A,Traveling Salesman Problem,PROGRAMMING,500.0,"geometry, greedy, implementation",22010,800
1712,F,Triameter,PROGRAMMING,3500.0,"binary search, data structures, dfs and similar, trees",326,3200
1712,E2,LCM Sum (hard version),PROGRAMMING,750.0,"brute force, data structures, math, number theory, two pointers",1286,2500
1712,E1,LCM Sum (easy version),PROGRAMMING,2000.0,"binary search, brute force, combinatorics, math, number theory, two pointers",2164,2300
1712,D,Empty Graph,PROGRAMMING,2000.0,"binary search, constructive algorithms, data structures, greedy, shortest paths",4506,2000
1712,C,Sort Zero,PROGRAMMING,1500.0,"greedy, sortings",19849,1100
1712,B,Woeful Permutation,PROGRAMMING,1000.0,"constructive algorithms, greedy, number theory",21611,800
1712,A,Wonderful Permutation,PROGRAMMING,500.0,"greedy, implementation",24076,800
1711,B,Party,PROGRAMMING,1000.0,"brute force, graphs",13417,1300
1711,A,Perfect Permutation,PROGRAMMING,500.0,constructive algorithms,25172,800
1710,E,Two Arrays,PROGRAMMING,2750.0,"binary search, games, graph matchings",506,2400
1710,D,Recover the Tree,PROGRAMMING,2000.0,"constructive algorithms, trees",421,3400
1710,C,XOR Triangle,PROGRAMMING,1750.0,"bitmasks, brute force, constructive algorithms, dp, greedy, math",1377,2500
1710,B,Rain,PROGRAMMING,1000.0,"binary search, brute force, data structures, geometry, greedy, implementation, math",2474,2100
1710,A,Color the Picture,PROGRAMMING,500.0,"constructive algorithms, greedy, math",10923,1500
1709,F,Multiset of Strings,PROGRAMMING,N/A,"bitmasks, brute force, dp, fft, flows, graphs, math, meet-in-the-middle, trees",550,2500
1709,E,XOR Tree,PROGRAMMING,N/A,"bitmasks, data structures, dfs and similar, dsu, greedy, trees",2733,2400
1709,D,Rorororobot,PROGRAMMING,N/A,"binary search, data structures, greedy, math",8430,1700
1709,C,Recover an RBS,PROGRAMMING,N/A,"constructive algorithms, greedy, implementation, strings",8878,1800
1709,B,Also Try Minecraft,PROGRAMMING,N/A,"data structures, dp, implementation",22770,900
1709,A,Three Doors,PROGRAMMING,N/A,"brute force, greedy, implementation, math",29655,800
1708,B,Difference of GCDs,PROGRAMMING,1000.0,"constructive algorithms, math",20805,1100
1708,A,Difference Operations,PROGRAMMING,500.0,"greedy, math",21787,800
1707,F,Bugaboo,PROGRAMMING,3250.0,"bitmasks, constructive algorithms, dp, number theory",152,3500
1707,E,Replace,PROGRAMMING,2500.0,"binary search, data structures",702,3500
1707,D,Partial Virtual Trees,PROGRAMMING,1750.0,"combinatorics, dfs and similar, dp, math, trees",630,3000
1707,C,DFS Trees,PROGRAMMING,1250.0,"dfs and similar, dsu, graphs, greedy, sortings, trees",1516,2400
1707,B,Difference Array,PROGRAMMING,750.0,"brute force, data structures, implementation, sortings",5761,1900
1707,A,Doremy's IQ,PROGRAMMING,500.0,"binary search, constructive algorithms, greedy, implementation",13638,1600
1706,E,Qpwoeirut and Vertices,PROGRAMMING,2250.0,"binary search, data structures, dfs and similar, divide and conquer, dsu, greedy, trees",2689,2300
1706,D2,Chopping Carrots (Hard Version),PROGRAMMING,1250.0,"brute force, constructive algorithms, data structures, dp, greedy, math, number theory, two pointers",1713,2400
1706,D1,Chopping Carrots (Easy Version),PROGRAMMING,1000.0,"binary search, brute force, constructive algorithms, greedy, number theory",6982,1700
1706,C,Qpwoeirut And The City,PROGRAMMING,1250.0,"dp, flows, greedy, implementation",14925,1400
1706,B,Making Towers,PROGRAMMING,1000.0,"dp, greedy, math",16579,1100
1706,A,Another String Minimization Problem,PROGRAMMING,500.0,"2-sat, constructive algorithms, greedy, string suffix structures, strings",22976,800
1705,F,Mark and the Online Exam,PROGRAMMING,3000.0,"bitmasks, constructive algorithms, interactive, probabilities",608,2900
1705,E,Mark and Professor Koro,PROGRAMMING,2500.0,"binary search, bitmasks, brute force, combinatorics, data structures, greedy",2093,2300
1705,D,Mark and Lightbulbs,PROGRAMMING,1750.0,"combinatorics, constructive algorithms, greedy, math, sortings",6354,1800
1705,C,Mark and His Unfinished Essay,PROGRAMMING,1250.0,"brute force, implementation",13358,1400
1705,B,Mark the Dust Sweeper,PROGRAMMING,1000.0,"constructive algorithms, greedy, implementation",23018,900
1705,A,Mark the Photographer,PROGRAMMING,500.0,"greedy, sortings",25273,800
1704,H2,Game of AI (hard version),PROGRAMMING,2750.0,"combinatorics, fft, math",86,3500
1704,H1,Game of AI (easy version),PROGRAMMING,2250.0,"combinatorics, constructive algorithms, dp, fft, math",184,3200
1704,G,Mio and Lucky Array,PROGRAMMING,3500.0,"constructive algorithms, fft, math, strings",113,3500
1704,F,Colouring Game,PROGRAMMING,2750.0,"constructive algorithms, dp, games",1040,2600
1704,E,Count Seconds,PROGRAMMING,2000.0,"brute force, constructive algorithms, dp, graphs, implementation, math",2349,2200
1704,D,Magical Array,PROGRAMMING,1750.0,"constructive algorithms, hashing, implementation, math",5030,1900
1704,C,Virus,PROGRAMMING,1250.0,"greedy, implementation, sortings",15890,1200
1704,B,Luke is a Foodie,PROGRAMMING,750.0,"brute force, greedy, implementation",18205,1000
1704,A,Two 0-1 Sequences,PROGRAMMING,500.0,"constructive algorithms, greedy",16022,800
1703,G,"Good Key, Bad Key",PROGRAMMING,N/A,"bitmasks, brute force, dp, greedy, math",10720,1600
1703,F,Yet Another Problem About Pairs Satisfying an Inequality,PROGRAMMING,N/A,"binary search, data structures, dp, greedy, sortings",20189,1300
1703,E,Mirror Grid,PROGRAMMING,N/A,implementation,18468,1200
1703,D,Double Strings,PROGRAMMING,N/A,"brute force, data structures, strings",25711,1100
1703,C,Cypher,PROGRAMMING,N/A,"brute force, implementation, strings",35638,800
1703,B,ICPC Balloons,PROGRAMMING,N/A,"data structures, implementation",49389,800
1703,A,YES or YES?,PROGRAMMING,N/A,"brute force, implementation, strings",69831,800
1702,G2,Passable Paths (hard version),PROGRAMMING,N/A,"data structures, dfs and similar, trees",4666,2000
1702,G1,Passable Paths (easy version),PROGRAMMING,N/A,"dfs and similar, trees",5454,1900
1702,F,Equate Multisets,PROGRAMMING,N/A,"constructive algorithms, data structures, greedy, math, number theory",8415,1700
1702,E,Split Into Two Sets,PROGRAMMING,N/A,"dfs and similar, dsu, graphs",13380,1600
1702,D,Not a Cheap String,PROGRAMMING,N/A,greedy,23736,1000
1702,C,Train and Queries,PROGRAMMING,N/A,"data structures, greedy",22267,1100
1702,B,Polycarp Writes a String from Memory,PROGRAMMING,N/A,greedy,27643,800
1702,A,Round Down the Price,PROGRAMMING,N/A,constructive algorithms,34878,800
1701,F,Points,PROGRAMMING,N/A,"combinatorics, data structures, implementation, math, matrices",940,2500
1701,E,Text Editor,PROGRAMMING,N/A,"brute force, dp, greedy, strings",1127,2500
1701,D,Permutation Restoration,PROGRAMMING,N/A,"binary search, data structures, greedy, math, sortings, two pointers",5697,1900
1701,C,Schedule Management,PROGRAMMING,N/A,"binary search, greedy, implementation, two pointers",17133,1400
1701,B,Permutation,PROGRAMMING,N/A,greedy,20211,800
1701,A,Grass Field,PROGRAMMING,N/A,implementation,26286,800
1700,F,Puzzle,PROGRAMMING,3000.0,"constructive algorithms, dp, greedy",936,2600
1700,E,Serega the Pirate,PROGRAMMING,2500.0,"brute force, constructive algorithms",857,2600
1700,D,River Locks,PROGRAMMING,1750.0,"binary search, dp, greedy, math",6115,1900
1700,C,Helping the Nature,PROGRAMMING,1500.0,"constructive algorithms, data structures, greedy",10955,1700
1700,B,Palindromic Numbers ,PROGRAMMING,1000.0,"constructive algorithms, implementation, math",18796,1100
1700,A,Optimal Path,PROGRAMMING,500.0,"constructive algorithms, greedy, math",22907,800
1699,E,Three Days Grace,PROGRAMMING,2500.0,"data structures, dp, greedy, math, number theory, two pointers",1176,2600
1699,D,Almost Triple Deletions,PROGRAMMING,1750.0,"data structures, dp, greedy",3152,2300
1699,C,The Third Problem,PROGRAMMING,1500.0,"combinatorics, constructive algorithms, math",9794,1700
1699,B,Almost Ternary Matrix,PROGRAMMING,1000.0,"bitmasks, constructive algorithms, matrices",19817,900
1699,A,The Third Three Number Problem,PROGRAMMING,500.0,"constructive algorithms, math",24037,800
1698,G,Long Binary String,PROGRAMMING,3250.0,"bitmasks, math, matrices, meet-in-the-middle, number theory",316,2900
1698,F,Equal Reversal,PROGRAMMING,2500.0,"constructive algorithms, graphs, implementation, math",638,2800
1698,E,PermutationForces II,PROGRAMMING,2000.0,"brute force, combinatorics, greedy, sortings, trees, two pointers",1650,2300
1698,D,Fixed Point Guessing,PROGRAMMING,1500.0,"binary search, constructive algorithms, interactive",9358,1600
1698,C,3SUM Closure,PROGRAMMING,1000.0,"brute force, data structures",18532,1300
1698,B,Rising Sand,PROGRAMMING,500.0,"constructive algorithms, greedy, implementation",20925,800
1698,A,XOR Mixup,PROGRAMMING,250.0,"bitmasks, brute force",29141,800
1697,F,Too Many Constraints,PROGRAMMING,N/A,"2-sat, constructive algorithms, graphs, implementation",563,2800
1697,E,Coloring,PROGRAMMING,N/A,"brute force, combinatorics, constructive algorithms, dp, geometry, graphs, greedy, implementation, math",1231,2400
1697,D,Guess The String,PROGRAMMING,N/A,"binary search, constructive algorithms, interactive",4455,1900
1697,C,awoo's Favorite Problem,PROGRAMMING,N/A,"binary search, constructive algorithms, data structures, greedy, implementation, strings, two pointers",14390,1400
1697,B,Promo,PROGRAMMING,N/A,"greedy, sortings",26686,900
1697,A,Parkway Walk,PROGRAMMING,N/A,"greedy, implementation",25751,800
1696,H,Maximum Product?,PROGRAMMING,4000.0,"brute force, combinatorics, dp, greedy, implementation, math, two pointers",161,3500
1696,G,Fishingprince Plays With Array Again,PROGRAMMING,3250.0,"brute force, data structures, geometry, math",276,3300
1696,F,Tree Recovery,PROGRAMMING,2500.0,"brute force, constructive algorithms, dfs and similar, dsu, graphs, trees",885,2600
1696,E,Placing Jinas,PROGRAMMING,2000.0,"combinatorics, math",4058,2000
1696,D,Permutation Graph,PROGRAMMING,2000.0,"binary search, constructive algorithms, data structures, divide and conquer, greedy, shortest paths",5469,1900
1696,C,Fishingprince Plays With Array,PROGRAMMING,1500.0,"constructive algorithms, greedy, implementation, math",11653,1400
1696,B,NIT Destroys the Universe,PROGRAMMING,1000.0,greedy,21491,900
1696,A,NIT orz!,PROGRAMMING,500.0,"bitmasks, greedy",18796,800
1695,E,Ambiguous Dominoes,PROGRAMMING,3000.0,"constructive algorithms, dfs and similar, graphs",453,2700
1695,D2,Tree Queries (Hard Version),PROGRAMMING,1000.0,"constructive algorithms, dfs and similar, dp, greedy, trees",2008,2300
1695,D1,Tree Queries (Easy Version),PROGRAMMING,1250.0,"brute force, constructive algorithms, dfs and similar, dp, greedy, trees",2183,2200
1695,C,Zero Path,PROGRAMMING,1250.0,"brute force, data structures, dp, graphs, greedy, shortest paths",10972,1700
1695,B,Circle Game,PROGRAMMING,750.0,"games, greedy",18496,1000
1695,A,Subrectangle Guess,PROGRAMMING,500.0,games,16356,800
1694,B,Paranoid String,PROGRAMMING,1000.0,"constructive algorithms, greedy",19164,1200
1694,A,Creep,PROGRAMMING,500.0,"greedy, implementation",22680,800
1693,F,I Might Be Wrong,PROGRAMMING,3000.0,"binary search, greedy, two pointers",412,3400
1693,E,Outermost Maximums,PROGRAMMING,2500.0,"data structures, greedy",423,3400
1693,D,Decinc Dividing,PROGRAMMING,2250.0,"brute force, data structures, divide and conquer, dp, greedy",839,2800
1693,C,Keshi in Search of AmShZ,PROGRAMMING,1500.0,"graphs, greedy, shortest paths",2607,2300
1693,B,Fake Plastic Trees,PROGRAMMING,1000.0,"dfs and similar, dp, greedy, trees",8499,1700
1693,A,Directional Increase,PROGRAMMING,750.0,greedy,16176,1300
1692,H,Gambling,PROGRAMMING,N/A,"data structures, dp, greedy, math",7499,1700
1692,G,2^Sort,PROGRAMMING,N/A,"data structures, dp, sortings, two pointers",17878,1400
1692,F,3SUM,PROGRAMMING,N/A,"brute force, math",22905,1300
1692,E,Binary Deque,PROGRAMMING,N/A,"binary search, implementation, two pointers",22110,1200
1692,D,The Clock,PROGRAMMING,N/A,"brute force, implementation",19478,1100
1692,C,Where's the Bishop?,PROGRAMMING,N/A,implementation,34214,800
1692,B,All Distinct,PROGRAMMING,N/A,"greedy, sortings",34224,800
1692,A,Marathon,PROGRAMMING,N/A,implementation,65398,800
1691,F,K-Set Tree,PROGRAMMING,2750.0,"combinatorics, dfs and similar, dp, math, trees",975,2500
1691,E,Number of Groups,PROGRAMMING,2250.0,"data structures, dfs and similar, dsu, graphs, greedy, sortings",1835,2300
1691,D,Max GEQ Sum,PROGRAMMING,1750.0,"binary search, constructive algorithms, data structures, divide and conquer, implementation, two pointers",5833,1800
1691,C,Sum of Substrings,PROGRAMMING,1250.0,"brute force, constructive algorithms, greedy, math, strings",15678,1400
1691,B,Shoe Shuffling,PROGRAMMING,750.0,"constructive algorithms, greedy, implementation, two pointers",23224,1000
1691,A,Beat The Odds,PROGRAMMING,500.0,"brute force, greedy, math",30562,800
1690,G,Count the Trains,PROGRAMMING,N/A,"binary search, data structures, greedy, sortings",3402,2000
1690,F,Shifting String,PROGRAMMING,N/A,"graphs, math, number theory, strings",7181,1700
1690,E,Price Maximization,PROGRAMMING,N/A,"binary search, greedy, math, two pointers",15227,1500
1690,D,Black and White Stripe,PROGRAMMING,N/A,"implementation, two pointers",29778,1000
1690,C,Restoring the Duration of Tasks,PROGRAMMING,N/A,"data structures, greedy, implementation",26158,800
1690,B,Array Decrements,PROGRAMMING,N/A,"greedy, implementation",25459,800
1690,A,Print a Pedestal (Codeforces logo?),PROGRAMMING,N/A,"constructive algorithms, greedy",33541,800
1689,E,ANDfinity,PROGRAMMING,2500.0,"bitmasks, brute force, constructive algorithms, dfs and similar, dsu, graphs",1211,2500
1689,D,Lena and Matrix,PROGRAMMING,1750.0,"data structures, dp, geometry, shortest paths",4232,1900
1689,C,Infected Tree,PROGRAMMING,1250.0,"dfs and similar, dp, trees",11271,1600
1689,B,Mystic Permutation,PROGRAMMING,750.0,"data structures, greedy",17556,900
1689,A,Lex String,PROGRAMMING,500.0,"brute force, greedy, implementation, sortings, two pointers",16796,800
1688,C,Manipulating History,PROGRAMMING,1250.0,"constructive algorithms, greedy, strings",8173,1700
1688,B,Patchouli's Magical Talisman,PROGRAMMING,750.0,"bitmasks, constructive algorithms, greedy, sortings",18281,800
1688,A,Cirno's Perfect Bitmasks Classroom,PROGRAMMING,500.0,"bitmasks, brute force",21667,800
1687,F,Koishi's Unconscious Permutation,PROGRAMMING,3000.0,"fft, math",84,3500
1687,E,Become Big For Me,PROGRAMMING,2000.0,"combinatorics, constructive algorithms, greedy, math, number theory",230,3500
1687,D,Cute number,PROGRAMMING,1500.0,"binary search, brute force, data structures, dsu, implementation, math",599,2900
1687,C,Sanae and Giant Robot,PROGRAMMING,1500.0,"binary search, brute force, data structures, dsu, greedy, sortings",1417,2500
1687,B,Railway System,PROGRAMMING,750.0,"constructive algorithms, graphs, greedy, interactive, sortings",3652,1700
1687,A,The Enchanted Forest,PROGRAMMING,500.0,"brute force, greedy",10403,1600
1686,B,Odd Subarrays,PROGRAMMING,1000.0,"dp, greedy",18272,800
1686,A,Everything Everywhere All But One,PROGRAMMING,500.0,greedy,20498,800
1685,E,The Ultimate LIS Problem,PROGRAMMING,3500.0,"data structures, greedy",150,3500
1685,D2,Permutation Weight (Hard Version),PROGRAMMING,1500.0,"constructive algorithms, greedy",107,3500
1685,D1,Permutation Weight (Easy Version),PROGRAMMING,1500.0,"constructive algorithms, dfs and similar, dsu",444,2800
1685,C,Bring Balance,PROGRAMMING,1500.0,"brute force, constructive algorithms, greedy",1013,2600
1685,B,Linguistics,PROGRAMMING,1000.0,"greedy, implementation, sortings, strings",3279,2000
1685,A,Circular Local MiniMax,PROGRAMMING,500.0,"constructive algorithms, greedy, sortings",17133,1100
1684,H,Hard Cut,PROGRAMMING,3250.0,"constructive algorithms, dfs and similar, divide and conquer, math",240,3400
1684,G,Euclid Guess,PROGRAMMING,2500.0,"constructive algorithms, flows, graph matchings, math, number theory",615,2800
1684,F,Diverse Segments,PROGRAMMING,2000.0,"data structures, two pointers",906,2600
1684,E,MEX vs DIFF,PROGRAMMING,1750.0,"binary search, brute force, constructive algorithms, data structures, greedy, two pointers",3171,2100
1684,D,Traps,PROGRAMMING,1500.0,"constructive algorithms, greedy, sortings",9701,1700
1684,C,Column Swapping,PROGRAMMING,1250.0,"brute force, constructive algorithms, greedy, implementation, sortings",12356,1400
1684,B,Z mod X = C,PROGRAMMING,750.0,"constructive algorithms, math",20972,800
1684,A,Digit Minimization,PROGRAMMING,500.0,"constructive algorithms, games, math, strings",23896,800
1682,F,MCMF?,PROGRAMMING,2750.0,"data structures, flows, graphs, greedy, sortings, two pointers",315,2700
1682,E,Unordered Swaps,PROGRAMMING,2500.0,"constructive algorithms, dfs and similar, graphs, greedy, math, sortings, trees",601,2700
1682,D,Circular Spanning Tree,PROGRAMMING,2000.0,"constructive algorithms, implementation, trees",3317,2000
1682,C,LIS or Reverse LIS?,PROGRAMMING,1500.0,"constructive algorithms, greedy, implementation, math",14789,1400
1682,B,AND Sorting,PROGRAMMING,1000.0,"bitmasks, constructive algorithms, sortings",18677,1100
1682,A,Palindromic Indices,PROGRAMMING,750.0,"greedy, strings",19291,800
