Contest ID,Problem Index,Name,Type,Points,Tags,Solved Count,Rating
2025,G,Variable Damage,PROGRAMMING,N/A,data structures,71,N/A
2025,F,Choose Your Queries,PROGRAMMING,N/A,"constructive algorithms, dfs and similar, dp, graphs, greedy, trees",442,N/A
2025,E,Card Game,PROGRAMMING,N/A,"combinatorics, dp, fft, greedy, math",1281,N/A
2025,D,Attribute Checks,PROGRAMMING,N/A,"brute force, data structures, dp, implementation, math, two pointers",4494,N/A
2025,C,New Game,PROGRAMMING,N/A,"binary search, brute force, greedy, implementation, sortings, two pointers",11917,N/A
2025,B,"Binomial Coefficients, Kind Of",PROGRAMMING,N/A,"combinatorics, dp, math",14259,N/A
2025,A,Two Screens,PROGRAMMING,N/A,"binary search, greedy, strings, two pointers",20246,N/A
2022,E2,Billetes MX (Hard Version),PROGRAMMING,1000.0,"binary search, combinatorics, data structures, dsu, graphs",233,N/A
2022,E1,Billetes MX (Easy Version),PROGRAMMING,2250.0,"2-sat, binary search, combinatorics, constructive algorithms, dfs and similar, dsu, graphs",280,N/A
2022,D2,Asesino (Hard Version),PROGRAMMING,2000.0,"constructive algorithms, dp, interactive",352,N/A
2022,D1,Asesino (Easy Version),PROGRAMMING,1750.0,"binary search, constructive algorithms, implementation, interactive",2112,N/A
2022,C,Gerrymandering,PROGRAMMING,1750.0,"dp, implementation",2799,N/A
2022,B,Kar Salesman,PROGRAMMING,1000.0,"binary search, greedy, math",7662,N/A
2022,A,Bus to Pénjamo,PROGRAMMING,750.0,"greedy, implementation, math",11316,N/A
2021,E3,Digital Village (Extreme Version),PROGRAMMING,1000.0,"data structures, dfs and similar, dp, dsu, graphs, greedy, math, trees",331,2800
2021,E2,Digital Village (Hard Version),PROGRAMMING,750.0,"data structures, dp, dsu, graphs, math, trees",652,2500
2021,E1,Digital Village (Easy Version),PROGRAMMING,1750.0,"brute force, data structures, dfs and similar, dp, dsu, fft, graphs, greedy, implementation, math, trees",1280,2300
2021,D,"Boss, Thirsty",PROGRAMMING,2500.0,"dp, greedy, implementation",520,2500
2021,C2,Adjust The Presentation (Hard Version),PROGRAMMING,1000.0,"constructive algorithms, data structures, greedy, implementation, sortings",3122,1900
2021,C1,Adjust The Presentation (Easy Version),PROGRAMMING,750.0,"constructive algorithms, greedy",10239,1300
2021,B,Maximize Mex,PROGRAMMING,750.0,"brute force, greedy, math, number theory",12587,1200
2021,A,Meaning Mean,PROGRAMMING,500.0,"data structures, greedy, math, sortings",16974,800
2020,F,Count Leaves,PROGRAMMING,2750.0,"dp, math, number theory",163,2900
2020,E,Expected Power,PROGRAMMING,2000.0,"bitmasks, dp, math, probabilities",2698,2000
2020,D,Connect the Dots,PROGRAMMING,1500.0,"brute force, dp, dsu, graphs, math, trees",5111,1800
2020,C,Bitwise Balancing,PROGRAMMING,1250.0,"bitmasks, hashing, implementation, math, schedules, ternary search",11083,1400
2020,B,Brightness Begins,PROGRAMMING,750.0,"binary search, math",15058,1200
2020,A,Find Minimum Operations,PROGRAMMING,500.0,"bitmasks, brute force, greedy, math, number theory",20525,800
2019,B,All Pairs Segments,PROGRAMMING,1000.0,"implementation, math",12969,1200
2019,A,Max Plus Size,PROGRAMMING,500.0,"brute force, dp, greedy",21361,800
2018,F3,Speedbreaker Counting (Hard Version),PROGRAMMING,1500.0,"dp, greedy, math",149,3100
2018,F2,Speedbreaker Counting (Medium Version),PROGRAMMING,1500.0,"dp, greedy, math",147,3000
2018,F1,Speedbreaker Counting (Easy Version),PROGRAMMING,1500.0,"combinatorics, dp, greedy, math",182,2900
2018,E2,Complex Segments (Hard Version),PROGRAMMING,750.0,"binary search, data structures, divide and conquer, dsu, greedy, math, sortings",100,3400
2018,E1,Complex Segments (Easy Version),PROGRAMMING,2250.0,"binary search, data structures, divide and conquer, dsu, greedy, math, sortings",127,3300
2018,D,Max Plus Min Plus Size,PROGRAMMING,1500.0,"data structures, dp, dsu, greedy, implementation, matrices, sortings",1416,2200
2018,C,Tree Pruning,PROGRAMMING,750.0,"brute force, dfs and similar, greedy, sortings, trees",5566,1700
2018,B,Speedbreaker,PROGRAMMING,750.0,"binary search, data structures, dp, greedy, implementation, two pointers",3539,1900
2018,A,Cards Partition,PROGRAMMING,500.0,"2-sat, brute force, greedy, implementation, math",9373,1600
2014,H,Robin Hood Archery,PROGRAMMING,N/A,"data structures, divide and conquer, greedy, hashing",3176,1900
2014,G,Milky Days,PROGRAMMING,N/A,"brute force, data structures, greedy, implementation",1125,2200
2014,F,Sheriff's Defense,PROGRAMMING,N/A,"dfs and similar, dp, greedy, trees",3203,2000
2014,E,Rendez-vous de Marian et Robin,PROGRAMMING,N/A,"dfs and similar, graphs, shortest paths",5133,1800
2014,D,Robert Hood and Mrs Hood,PROGRAMMING,N/A,"brute force, data structures, greedy, sortings",11121,1400
2014,C,Robin Hood in Town,PROGRAMMING,N/A,"binary search, greedy, math",19954,1100
2014,B,Robin Hood and the Major Oak,PROGRAMMING,N/A,math,26441,800
2014,A,Robin Helps,PROGRAMMING,N/A,"greedy, implementation",34135,800
2013,F2,Game in Tree (Hard Version),PROGRAMMING,2000.0,"binary search, data structures, trees",87,3500
2013,F1,Game in Tree (Easy Version),PROGRAMMING,2000.0,"binary search, brute force, data structures, dp, games, greedy, implementation, trees",439,2700
2013,E,Prefix GCD,PROGRAMMING,2500.0,"brute force, dp, greedy, math, number theory",2905,2200
2013,D,Minimize the Difference,PROGRAMMING,2000.0,"binary search, greedy",5578,1900
2013,C,Password Cracking,PROGRAMMING,1250.0,"constructive algorithms, interactive, strings",11007,1400
2013,B,Battle for Survive,PROGRAMMING,750.0,"constructive algorithms, greedy, math",21573,900
2013,A,Zhan's Blender,PROGRAMMING,500.0,"constructive algorithms, math",25786,800
2011,I,Stack and Queue,PROGRAMMING,N/A,"*special, data structures, divide and conquer",8,N/A
2011,H,Strange Matrix,PROGRAMMING,N/A,"*special, graphs, greedy",39,N/A
2011,G,Removal of a Permutation,PROGRAMMING,N/A,*special,31,N/A
2011,F,Good Subarray,PROGRAMMING,N/A,"*special, data structures, greedy",105,N/A
2011,E,Rock-Paper-Scissors Bot,PROGRAMMING,N/A,"*special, greedy, strings",153,N/A
2011,D,Among Wolves,PROGRAMMING,N/A,*special,252,N/A
2011,C,Split the Expression,PROGRAMMING,N/A,*special,334,N/A
2011,B,Shuffle,PROGRAMMING,N/A,*special,602,N/A
2011,A,Problem Solving,PROGRAMMING,N/A,*special,975,N/A
2010,C2,Message Transmission Error (hard version),PROGRAMMING,N/A,"hashing, string suffix structures, strings, two pointers",2864,1700
2010,C1,Message Transmission Error (easy version),PROGRAMMING,N/A,"brute force, strings",6538,1400
2010,B,Three Brothers,PROGRAMMING,N/A,"brute force, implementation, math",18306,800
2010,A,Alternating Sum of Numbers,PROGRAMMING,N/A,"brute force, implementation, math",15504,800
2009,G3,Yunli's Subarray Queries (extreme version),PROGRAMMING,N/A,"data structures, dp, implementation",292,2700
2009,G2,Yunli's Subarray Queries (hard version),PROGRAMMING,N/A,"binary search, data structures, dp",1110,2200
2009,G1,Yunli's Subarray Queries (easy version),PROGRAMMING,N/A,"binary search, data structures, two pointers",3567,1900
2009,F,Firefly's Queries,PROGRAMMING,N/A,"bitmasks, data structures, flows, math",6136,1700
2009,E,Klee's SUPER DUPER LARGE Array!!!,PROGRAMMING,N/A,"binary search, math, ternary search",12404,1400
2009,D,Satyam and Counting,PROGRAMMING,N/A,"geometry, math",13502,1400
2009,C,The Legend of Freya the Frog,PROGRAMMING,N/A,"implementation, math",24420,1100
2009,B,osu!mania,PROGRAMMING,N/A,"brute force, implementation",39372,800
2009,A,Minimize!,PROGRAMMING,N/A,"brute force, math",47486,800
2008,H,Sakurako's Test,PROGRAMMING,N/A,"binary search, brute force, greedy, math, number theory",2695,2100
2008,G,Sakurako's Task,PROGRAMMING,N/A,"binary search, greedy, math, number theory",4845,1800
2008,F,Sakurako's Box,PROGRAMMING,N/A,"combinatorics, math, number theory",11960,1400
2008,E,Alternating String,PROGRAMMING,N/A,"brute force, data structures, dp, greedy, implementation, strings",9386,1500
2008,D,Sakurako's Hobby,PROGRAMMING,N/A,"dp, dsu, graphs, math",18433,1100
2008,C,Longest Good Array,PROGRAMMING,N/A,"binary search, brute force, math",29007,800
2008,B,Square or Not,PROGRAMMING,N/A,"brute force, math, strings",27505,800
2008,A,Sakurako's Exam,PROGRAMMING,N/A,"brute force, constructive algorithms, greedy, math",33512,800
2007,C,Dora and C++,PROGRAMMING,1000.0,"math, number theory",11677,1500
2007,B,Index and Maximum Value,PROGRAMMING,750.0,"data structures, greedy",20403,900
2007,A,Dora's Set,PROGRAMMING,500.0,"greedy, math, number theory",22067,800
2006,F,Dora's Paint,PROGRAMMING,3000.0,"brute force, combinatorics, constructive algorithms, graphs, implementation",103,3500
2006,E,Iris's Full Binary Tree,PROGRAMMING,2500.0,"brute force, data structures, dfs and similar, trees",210,3100
2006,D,Iris and Adjacent Products,PROGRAMMING,2000.0,"data structures, greedy, implementation, math",631,2600
2006,C,Eri and Expanded Sets,PROGRAMMING,1500.0,"data structures, divide and conquer, math, number theory, two pointers",1557,2300
2006,B,Iris and the Tree,PROGRAMMING,1250.0,"brute force, data structures, dfs and similar, dsu, math, trees",3138,1800
2006,A,Iris and Game on the Tree,PROGRAMMING,750.0,"constructive algorithms, dfs and similar, games, graphs, greedy, trees",6433,1700
2005,E2,Subtangle Game (Hard Version),PROGRAMMING,2000.0,"data structures, dp, games, greedy, implementation",732,2500
2005,E1,Subtangle Game (Easy Version),PROGRAMMING,1500.0,"dp, games, greedy, implementation",2530,2100
2005,D,Alter the GCD,PROGRAMMING,2250.0,"binary search, brute force, data structures, divide and conquer, implementation, number theory",798,2400
2005,C,Lazy Narek,PROGRAMMING,1500.0,"dp, implementation, strings",6679,1800
2005,B2,The Strict Teacher (Hard Version),PROGRAMMING,500.0,"binary search, greedy, math, sortings",16388,1200
2005,B1,The Strict Teacher (Easy Version),PROGRAMMING,500.0,"greedy, math, sortings",18828,1000
2005,A,Simple Palindrome,PROGRAMMING,750.0,"combinatorics, constructive algorithms, greedy, math",20781,900
2004,G,Substring Compression,PROGRAMMING,N/A,"data structures, dp, matrices",287,3200
2004,F,Make a Palindrome,PROGRAMMING,N/A,"binary search, brute force, data structures, greedy, math",1106,2600
2004,E,Not a Nim Problem,PROGRAMMING,N/A,"brute force, games, math, number theory",3931,2100
2004,D,Colored Portals,PROGRAMMING,N/A,"binary search, brute force, data structures, graphs, greedy, implementation, shortest paths",10388,1600
2004,C,Splitting Items,PROGRAMMING,N/A,"games, greedy, sortings",22773,1100
2004,B,Game with Doors,PROGRAMMING,N/A,"brute force, greedy",25219,1000
2004,A,Closest Point,PROGRAMMING,N/A,"implementation, math",29681,800
2003,F,Turtle and Three Sequences,PROGRAMMING,2500.0,"brute force, data structures, dp, greedy, math, probabilities, two pointers",392,2800
2003,E2,Turtle and Inversions (Hard Version),PROGRAMMING,1000.0,"brute force, data structures, divide and conquer, dp, greedy, math, two pointers",501,2700
2003,E1,Turtle and Inversions (Easy Version),PROGRAMMING,1750.0,"brute force, divide and conquer, dp, greedy, math",701,2600
2003,D2,Turtle and a MEX Problem (Hard Version),PROGRAMMING,1250.0,"dfs and similar, dp, graphs, greedy, implementation, math",3879,2100
2003,D1,Turtle and a MEX Problem (Easy Version),PROGRAMMING,1000.0,"greedy, math",10782,1500
2003,C,Turtle and Good Pairs,PROGRAMMING,1000.0,"constructive algorithms, greedy, sortings, strings",17621,1200
2003,B,Turtle and Piggy Are Playing a Game 2,PROGRAMMING,750.0,"games, greedy, sortings",24631,800
2003,A,Turtle and Good Strings,PROGRAMMING,500.0,"greedy, strings",28265,800
2002,H,Counting 101,PROGRAMMING,6000.0,greedy,70,3500
2002,G,Lattice Optimizing,PROGRAMMING,4000.0,"bitmasks, brute force, hashing, meet-in-the-middle",206,3400
2002,F2,Court Blue (Hard Version),PROGRAMMING,1250.0,"brute force, dp, math, number theory",411,2800
2002,F1,Court Blue (Easy Version),PROGRAMMING,2000.0,"brute force, dfs and similar, dp, math, number theory",799,2600
2002,E,Cosmic Rays,PROGRAMMING,2000.0,"brute force, data structures, dp",2361,2300
2002,D2,DFS Checker (Hard Version),PROGRAMMING,1250.0,"binary search, data structures, dfs and similar, graphs, hashing, trees",2313,2300
2002,D1,DFS Checker (Easy Version),PROGRAMMING,1250.0,"brute force, data structures, dfs and similar, graphs, hashing, trees",4246,1900
2002,C,Black Circles,PROGRAMMING,1000.0,"brute force, geometry, greedy, math",14605,1200
2002,B,Removals Game,PROGRAMMING,750.0,"constructive algorithms, games",18159,1000
2002,A,Distanced Coloring,PROGRAMMING,500.0,"constructive algorithms, implementation, math",19066,800
2001,E2,Deterministic Heap (Hard Version),PROGRAMMING,2000.0,"combinatorics, dp, trees",201,2900
2001,E1,Deterministic Heap (Easy Version),PROGRAMMING,2000.0,"combinatorics, dp, math, trees",1209,2400
2001,D,Longest Max Min Subsequence,PROGRAMMING,2000.0,"brute force, constructive algorithms, data structures, greedy, implementation",4869,1900
2001,C,Guess The Tree,PROGRAMMING,1500.0,"binary search, brute force, dfs and similar, divide and conquer, dsu, greedy, interactive, trees",10414,1500
2001,B,Generate Permutation,PROGRAMMING,1000.0,constructive algorithms,23670,800
2001,A,Make All Equal,PROGRAMMING,500.0,"greedy, implementation",29017,800
2000,H,Ksyusha and the Loaded Set,PROGRAMMING,N/A,"binary search, brute force, data structures, implementation",1601,2200
2000,G,Call During the Journey,PROGRAMMING,N/A,"binary search, brute force, graphs, greedy, shortest paths",2180,2100
2000,F,Color Rows and Columns,PROGRAMMING,N/A,"dp, greedy, implementation, math",5195,1900
2000,E,Photoshoot for Gorillas,PROGRAMMING,N/A,"combinatorics, data structures, greedy, math",12846,1400
2000,D,Right Left Wrong,PROGRAMMING,N/A,"greedy, implementation, two pointers",22209,1200
2000,C,Numeric String Template,PROGRAMMING,N/A,"data structures, strings",24639,1000
2000,B,Seating in a Bus,PROGRAMMING,N/A,two pointers,32948,800
2000,A,Primary Task,PROGRAMMING,N/A,"implementation, math, strings",36230,800
1999,G2,Ruler (hard version),PROGRAMMING,N/A,"binary search, interactive, ternary search",7610,1700
1999,G1,Ruler (easy version),PROGRAMMING,N/A,"binary search, interactive",9919,1500
1999,F,Expected Median,PROGRAMMING,N/A,"combinatorics, math",10000,1500
1999,E,Triple Operations,PROGRAMMING,N/A,"dp, implementation, math",18048,1300
1999,D,Slavic's Exam,PROGRAMMING,N/A,"greedy, implementation, strings",26240,1100
1999,C,Showering,PROGRAMMING,N/A,"greedy, implementation",34308,800
1999,B,Card Game,PROGRAMMING,N/A,"brute force, constructive algorithms, implementation",31294,1000
1999,A,A+B Again?,PROGRAMMING,N/A,"implementation, math",51012,800
1998,E2,Eliminating Balls With Merging (Hard Version),PROGRAMMING,1750.0,"binary search, brute force, data structures, divide and conquer, greedy, implementation",668,2500
1998,E1,Eliminating Balls With Merging (Easy Version),PROGRAMMING,1750.0,"binary search, brute force, data structures, divide and conquer, greedy",1769,2200
1998,D,Determine Winning Islands in Race,PROGRAMMING,1500.0,"data structures, dp, graphs, greedy, shortest paths",3195,2100
1998,C,Perform Operations to Maximize Score,PROGRAMMING,1250.0,"binary search, brute force, constructive algorithms, greedy, implementation",5968,1900
1998,B,Minimize Equal Sum Subarrays,PROGRAMMING,750.0,"constructive algorithms, math, number theory",23130,1000
1998,A,Find K Distinct Points with Fixed Center,PROGRAMMING,500.0,"constructive algorithms, implementation, math",23558,800
1997,F,Chips on a Line,PROGRAMMING,N/A,"brute force, combinatorics, dp, greedy, math",866,2700
1997,E,Level Up,PROGRAMMING,N/A,"binary search, brute force, data structures, divide and conquer, implementation",3040,2200
1997,D,Maximize the Root,PROGRAMMING,N/A,"binary search, dfs and similar, dp, greedy, trees",12190,1500
1997,C,Even Positions,PROGRAMMING,N/A,"constructive algorithms, data structures, greedy",21489,1100
1997,B,Make Three Regions,PROGRAMMING,N/A,"constructive algorithms, two pointers",20239,1100
1997,A,Strong Password,PROGRAMMING,N/A,"brute force, implementation, strings",28112,800
1996,G,Penacony,PROGRAMMING,N/A,"brute force, data structures, graphs, greedy, hashing",1619,2200
1996,F,Bomb,PROGRAMMING,N/A,"binary search, greedy, math",4553,1900
1996,E,Decode,PROGRAMMING,N/A,"combinatorics, data structures, implementation, math",9346,1600
1996,D,Fun,PROGRAMMING,N/A,"binary search, brute force, combinatorics, math, number theory",15483,1500
1996,C,Sort,PROGRAMMING,N/A,"dp, greedy, sortings, strings",22261,1200
1996,B,Scale,PROGRAMMING,N/A,"greedy, implementation",31931,800
1996,A,Legs,PROGRAMMING,N/A,"binary search, math, ternary search",41555,800
1995,E2,Let Me Teach You a Lesson (Hard Version),PROGRAMMING,1500.0,"data structures, dp, matrices, two pointers",292,2900
1995,E1,Let Me Teach You a Lesson (Easy Version),PROGRAMMING,2500.0,"2-sat, data structures, dp, matrices, two pointers",370,2700
1995,D,Cases,PROGRAMMING,2250.0,"bitmasks, brute force, dp, strings",2293,2300
1995,C,Squaring,PROGRAMMING,1750.0,"brute force, constructive algorithms, greedy, implementation, math, number theory",8374,1800
1995,B2,Bouquet (Hard Version),PROGRAMMING,500.0,"binary search, data structures, greedy, math, sortings, two pointers",8572,1700
1995,B1,Bouquet (Easy Version),PROGRAMMING,1000.0,"binary search, brute force, greedy, sortings, two pointers",17559,1100
1995,A,Diagonals,PROGRAMMING,500.0,"brute force, greedy, implementation, math",23909,800
1994,H,Fortnite,PROGRAMMING,3750.0,"combinatorics, constructive algorithms, games, greedy, hashing, interactive, math, number theory, strings",694,3500
1994,G,Minecraft,PROGRAMMING,2750.0,"bitmasks, brute force, dp, graphs, math",1197,2600
1994,F,Stardew Valley,PROGRAMMING,2500.0,"constructive algorithms, dfs and similar, graphs, trees",1165,2500
1994,E,Wooden Game,PROGRAMMING,2000.0,"bitmasks, greedy, math, trees",4381,2000
1994,D,Funny Game,PROGRAMMING,2000.0,"constructive algorithms, dsu, graphs, greedy, math, number theory, trees",5611,1900
1994,C,Hungry Games,PROGRAMMING,1250.0,"binary search, dp, two pointers",10470,1600
1994,B,Fun Game,PROGRAMMING,1000.0,"bitmasks, constructive algorithms, greedy, math",16265,1100
1994,A,Diverse Game,PROGRAMMING,500.0,"constructive algorithms, greedy, implementation",19959,800
1993,F2,Dyn-scripted Robot (Hard Version),PROGRAMMING,1000.0,"chinese remainder theorem, math, number theory",397,2800
1993,F1,Dyn-scripted Robot (Easy Version),PROGRAMMING,2500.0,"brute force, chinese remainder theorem, constructive algorithms, math, number theory",968,2400
1993,E,Xor-Grid Problem,PROGRAMMING,2750.0,"bitmasks, constructive algorithms, dp, implementation",517,2700
1993,D,Med-imize,PROGRAMMING,2000.0,"binary search, dp, greedy",3641,2200
1993,C,Light Switches,PROGRAMMING,1500.0,"implementation, math",13336,1400
1993,B,Parity and Sum,PROGRAMMING,1000.0,"constructive algorithms, greedy",22293,1100
1993,A,Question Marks,PROGRAMMING,500.0,"greedy, implementation",28862,800
1992,G,Ultra-Meow,PROGRAMMING,N/A,"combinatorics, dp, math",3029,2000
1992,F,Valuable Cards,PROGRAMMING,N/A,"brute force, dp, greedy, number theory, two pointers",5634,1900
1992,E,Novice's Mistake,PROGRAMMING,N/A,"brute force, constructive algorithms, implementation, math, strings",8945,1700
1992,D,Test of Love,PROGRAMMING,N/A,"dp, greedy, implementation",20046,1200
1992,C,Gorilla and Permutation,PROGRAMMING,N/A,"constructive algorithms, math",28550,900
1992,B,Angry Monk,PROGRAMMING,N/A,"greedy, math, sortings",33587,800
1992,A,Only Pluses,PROGRAMMING,N/A,"brute force, constructive algorithms, greedy, math, sortings",40321,800
1991,I,Grid Game,PROGRAMMING,4000.0,"constructive algorithms, games, graph matchings, greedy, interactive",67,3500
1991,H,Prime Split Game,PROGRAMMING,3500.0,"bitmasks, dp, fft, games, math, number theory",424,3300
1991,G,Grid Reset,PROGRAMMING,3000.0,"constructive algorithms, greedy, implementation",539,2700
1991,F,Triangle Formation,PROGRAMMING,2500.0,"brute force, greedy, implementation, math, sortings",2212,2200
1991,E,Coloring Game,PROGRAMMING,2000.0,"constructive algorithms, dfs and similar, games, graphs, greedy, interactive",4075,1900
1991,D,Prime XOR Coloring,PROGRAMMING,1500.0,"bitmasks, constructive algorithms, graphs, greedy, math, number theory",6454,1900
1991,C,Absolute Zero,PROGRAMMING,1000.0,"constructive algorithms, greedy, math",14121,1300
1991,B,AND Reconstruction,PROGRAMMING,500.0,"bitmasks, constructive algorithms, greedy",15970,1100
1991,A,Maximize the Last Element,PROGRAMMING,250.0,"greedy, implementation",21372,800
1990,F,Polygonal Segments,PROGRAMMING,3000.0,"brute force, data structures, divide and conquer, dp, greedy, two pointers",266,2800
1990,E2,Catch the Mole(Hard Version),PROGRAMMING,750.0,"binary search, data structures, dfs and similar, divide and conquer, interactive, trees",842,2600
1990,E1,Catch the Mole(Easy Version),PROGRAMMING,2000.0,"binary search, data structures, dfs and similar, interactive, trees",905,2500
1990,D,Grid Puzzle,PROGRAMMING,1750.0,"bitmasks, brute force, dp, greedy, implementation",6155,1800
1990,C,Mad MAD Sum,PROGRAMMING,1500.0,"brute force, greedy, math",11326,1500
1990,B,Array Craft,PROGRAMMING,1000.0,"constructive algorithms, greedy",16182,1200
1990,A,Submission Bait,PROGRAMMING,500.0,"brute force, games, greedy, sortings",22104,900
1989,F,Simultaneous Coloring,PROGRAMMING,N/A,"dfs and similar, divide and conquer, graphs",443,3000
1989,E,Distance to Different,PROGRAMMING,N/A,"combinatorics, dp, math",1929,2300
1989,D,Smithing Skill,PROGRAMMING,N/A,"brute force, data structures, dp, greedy, math, sortings, two pointers",5853,1900
1989,C,Two Movies,PROGRAMMING,N/A,"greedy, math",18169,1400
1989,B,Substring and Subsequence,PROGRAMMING,N/A,"brute force, greedy, strings",19835,1200
1989,A,Catch the Coin,PROGRAMMING,N/A,implementation,26024,800
1988,F,Heartbeat,PROGRAMMING,3500.0,"combinatorics, dp, fft, math",186,3000
1988,E,Range Minimum Sum,PROGRAMMING,2500.0,"binary search, brute force, data structures, divide and conquer, implementation",1379,2300
1988,D,The Omnipotent Monster Killer,PROGRAMMING,2000.0,"brute force, dfs and similar, dp, trees",4814,2000
1988,C,Increasing Sequence with Fixed OR,PROGRAMMING,1000.0,"bitmasks, constructive algorithms, greedy",16243,1300
1988,B,Make Majority,PROGRAMMING,1000.0,"greedy, implementation",22218,900
1988,A,Split the Multiset,PROGRAMMING,500.0,"brute force, greedy, implementation, math",22712,900
1987,H,Fumo Temple,PROGRAMMING,5000.0,interactive,99,3500
1987,G2,Spinning Round (Hard Version),PROGRAMMING,2000.0,"divide and conquer, dp, trees",165,3500
1987,G1,Spinning Round (Easy Version),PROGRAMMING,3000.0,"divide and conquer, dp, trees",265,2900
1987,F2,Interesting Problem (Hard Version),PROGRAMMING,500.0,dp,1001,2600
1987,F1,Interesting Problem (Easy Version),PROGRAMMING,2000.0,dp,1105,2500
1987,E,Wonderful Tree!,PROGRAMMING,1750.0,"brute force, data structures, dfs and similar, dsu, greedy, trees",3324,2000
1987,D,World is Mine,PROGRAMMING,1500.0,"dp, games",7009,1800
1987,C,Basil's Garden,PROGRAMMING,1000.0,"dp, greedy",17042,1200
1987,B,K-Sort,PROGRAMMING,750.0,greedy,19947,1000
1987,A,Upload More RAM,PROGRAMMING,250.0,"greedy, math",24835,800
1986,G2,Permutation Problem (Hard Version),PROGRAMMING,N/A,"brute force, data structures, hashing, math, number theory",1050,2500
1986,G1,Permutation Problem (Simple Version),PROGRAMMING,N/A,"binary search, brute force, combinatorics, data structures, math, number theory",1451,2200
1986,F,Non-academic Problem,PROGRAMMING,N/A,"dfs and similar, graphs, trees",4475,1900
1986,E,Beautiful Array,PROGRAMMING,N/A,"greedy, math, number theory, sortings",8573,1700
1986,D,Mathematical Problem,PROGRAMMING,N/A,"brute force, dp, greedy, implementation, math, two pointers",14987,1400
1986,C,Update Queries,PROGRAMMING,N/A,"data structures, greedy, sortings",22522,1100
1986,B,Matrix Stabilization,PROGRAMMING,N/A,"brute force, data structures, greedy, sortings",26199,1000
1986,A,X Axis,PROGRAMMING,N/A,"brute force, geometry, math, sortings",39747,800
1985,H2,Maximize the Largest Component (Hard Version),PROGRAMMING,N/A,"data structures, dfs and similar, dp, dsu, implementation",1496,2200
1985,H1,Maximize the Largest Component (Easy Version),PROGRAMMING,N/A,"brute force, data structures, dfs and similar, dsu, graphs, implementation",5495,1700
1985,G,D-Function,PROGRAMMING,N/A,"combinatorics, math, number theory",9152,1600
1985,F,Final Boss,PROGRAMMING,N/A,"binary search, data structures",15001,1500
1985,E,Secret Box,PROGRAMMING,N/A,"brute force, combinatorics, math",19672,1200
1985,D,Manhattan Circle,PROGRAMMING,N/A,"implementation, math",33913,900
1985,C,Good Prefixes,PROGRAMMING,N/A,greedy,31740,1000
1985,B,Maximum Multiple Sum,PROGRAMMING,N/A,"brute force, math, number theory",45300,800
1985,A,Creating Words,PROGRAMMING,N/A,"implementation, strings",52285,800
1984,H,Tower Capturing,PROGRAMMING,5000.0,"combinatorics, dp, geometry",165,3300
1984,G,Magic Trick II,PROGRAMMING,4000.0,"constructive algorithms, implementation, sortings",255,3200
1984,F,Reconstruction,PROGRAMMING,3000.0,"brute force, dp, math",924,2500
1984,E,Shuffle,PROGRAMMING,3000.0,"dp, greedy, trees",1371,2400
1984,D,''a'' String Problem,PROGRAMMING,2500.0,"brute force, hashing, implementation, math, string suffix structures, strings",3196,2000
1984,C2,Magnitude (Hard Version),PROGRAMMING,1250.0,"combinatorics, dp, greedy, math",7263,1700
1984,C1,Magnitude (Easy Version),PROGRAMMING,750.0,"dp, greedy, math",16344,1300
1984,B,Large Addition,PROGRAMMING,750.0,"implementation, math",18019,1100
1984,A,Strange Splitting,PROGRAMMING,500.0,constructive algorithms,20808,800
1983,G,Your Loss,PROGRAMMING,3000.0,"bitmasks, brute force, dp, trees",207,3000
1983,F,array-value,PROGRAMMING,2500.0,"binary search, bitmasks, data structures, greedy, two pointers",1171,2500
1983,E,I Love Balls,PROGRAMMING,2000.0,"combinatorics, math, probabilities",1963,2300
1983,D,Swap Dilemma,PROGRAMMING,1750.0,"constructive algorithms, data structures, divide and conquer, greedy, math, sortings",8046,1700
1983,C,Have Your Cake and Eat It Too,PROGRAMMING,1250.0,"binary search, brute force, greedy, implementation",12354,1400
1983,B,Corner Twist,PROGRAMMING,1000.0,"constructive algorithms, greedy, implementation, math",15869,1200
1983,A,Array Divisibility,PROGRAMMING,500.0,"constructive algorithms, math",25288,800
1982,F,Sorting Problem Again,PROGRAMMING,3000.0,"binary search, data structures, sortings",925,2600
1982,E,Number of k-good subarrays,PROGRAMMING,2500.0,"bitmasks, brute force, combinatorics, divide and conquer, dp, math, meet-in-the-middle",1556,2300
1982,D,Beauty of the mountains,PROGRAMMING,1750.0,"brute force, data structures, implementation, math, number theory",7036,1700
1982,C,Boring Day,PROGRAMMING,1000.0,"binary search, data structures, dp, greedy, two pointers",17247,1200
1982,B,Collatz Conjecture,PROGRAMMING,1000.0,"brute force, implementation, math, number theory",16694,1200
1982,A,Soccer,PROGRAMMING,500.0,"greedy, implementation, math, sortings",24738,800
1981,F,Turtle and Paths on a Tree,PROGRAMMING,3500.0,"data structures, dp, trees",254,3000
1981,E,Turtle and Intersected Segments,PROGRAMMING,2500.0,"data structures, dsu, graphs, greedy",837,2600
1981,D,Turtle and Multiplication,PROGRAMMING,2000.0,"constructive algorithms, dfs and similar, graphs, number theory",1614,2400
1981,C,Turtle and an Incomplete Sequence,PROGRAMMING,1500.0,"bitmasks, brute force, constructive algorithms, greedy, implementation, math",5242,1800
